,date_mutation,valeur_fonciere,surface_reelle_bati,type_local,longitude,latitude
838,2017-07-28,500000,125,Appartement,3.050009,50.635141
840,2017-07-21,132000,70,Appartement,3.042405,50.62398
841,2017-07-17,110000,30,Appartement,3.05861,50.645087
842,2017-08-03,170000,71,Appartement,3.067058,50.632064
843,2017-07-28,250000,85,Appartement,3.06968,50.631386
846,2017-08-02,215160,83,Appartement,3.074297,50.619673
848,2017-08-02,88000,41,Appartement,3.027044,50.633348
851,2017-07-20,2088000,61,Appartement,3.066335,50.635665
853,2017-07-28,259000,99,Maison,3.029077,50.614807
854,2017-08-10,190000,78,Appartement,3.033295,50.623816
856,2017-07-25,780000,195,Appartement,3.063771,50.639665
858,2017-08-10,277000,107,Maison,3.054338,50.628037
859,2017-07-21,105000,18,Appartement,3.041695,50.606758
860,2017-07-31,78500,49,Appartement,3.096666,50.64958
861,2017-08-09,92000,20,Appartement,3.058814,50.625228
863,2017-07-20,273071,88,Appartement,3.044041,50.615267
864,2017-07-20,235000,104,Appartement,3.101818,50.626067
867,2017-08-11,194000,60,Appartement,3.054335,50.646753
868,2017-08-11,100000,26,Appartement,3.056182,50.643369
871,2017-07-25,64000,28,Appartement,3.062355,50.619646
872,2017-08-11,113000,71,Appartement,3.073472,50.61667
874,2017-08-16,137000,46,Appartement,3.033908,50.625974
876,2017-07-18,829170,185,Maison,3.051121,50.634933
878,2017-07-27,220000,95,Appartement,3.057031,50.632736
879,2017-07-31,492000,94,Maison,3.056195,50.624483
880,2017-07-28,333000,171,Maison,3.115936,50.630535
881,2017-07-31,157000,75,Maison,3.111126,50.632196
883,2017-08-10,139000,67,Appartement,3.095368,50.633677
884,2017-07-26,107000,65,Appartement,3.025412,50.616998
885,2017-08-01,70000,22,Appartement,3.043394,50.634252
891,2017-07-31,268000,115,Maison,3.113736,50.625172
897,2017-07-28,205400,86,Maison,3.112625,50.633465
899,2017-07-24,155600,53,Appartement,3.05833,50.648089
900,2017-07-25,152000,70,Maison,3.026475,50.630064
901,2017-07-24,73000,21,Appartement,3.047331,50.630382
902,2017-07-21,171000,29,Appartement,3.026752,50.62965
903,2017-07-21,171000,35,Appartement,3.026752,50.62965
904,2017-07-21,171000,35,Appartement,3.026752,50.62965
905,2017-07-31,155000,34,Appartement,3.060628,50.641207
907,2017-08-16,136500,43,Appartement,3.067982,50.628723
908,2017-07-24,660000,181,Maison,3.034142,50.623868
909,2017-07-20,87500,22,Appartement,3.0435,50.627687
912,2017-07-27,137150,58,Appartement,3.061821,50.619031
915,2017-07-25,231400,99,Appartement,3.0852,50.652871
918,2017-07-21,515000,43,Appartement,3.043234,50.632382
919,2017-07-21,515000,50,Appartement,3.043234,50.632382
920,2017-07-21,515000,20,Appartement,3.043234,50.632382
921,2017-07-21,515000,25,Appartement,3.043234,50.632382
922,2017-07-21,515000,40,Appartement,3.043234,50.632382
923,2017-07-21,515000,23,Appartement,3.043234,50.632382
924,2017-07-21,515000,24,Appartement,3.043234,50.632382
926,2017-07-21,515000,20,Appartement,3.043234,50.632382
927,2017-07-28,166400,89,Appartement,3.073496,50.619716
931,2017-07-27,162000,85,Appartement,3.100245,50.634278
932,2017-08-11,430000,109,Maison,3.080736,50.639278
934,2017-08-03,175000,66,Appartement,3.053586,50.621458
935,2017-08-11,194000,74,Maison,3.092472,50.65052
936,2017-08-11,166500,68,Appartement,3.089449,50.651819
938,2017-08-11,190000,50,Appartement,3.050924,50.632882
939,2017-08-11,140000,85,Maison,3.115753,50.62698
940,2017-07-28,304000,109,Maison,3.040126,50.612896
941,2017-08-10,233950,84,Maison,3.027859,50.615018
942,2017-08-11,78500,27,Appartement,3.068423,50.633195
943,2017-08-09,246000,122,Maison,3.086993,50.648108
945,2017-08-07,240000,87,Maison,3.040559,50.613088
946,2017-08-03,81000,22,Appartement,3.058177,50.631858
947,2017-08-10,129000,49,Appartement,3.053031,50.633212
948,2017-08-17,241600,90,Maison,3.096448,50.628908
949,2017-08-16,870000,79,Appartement,3.05659,50.642212
951,2017-08-16,870000,50,Appartement,3.05659,50.642212
952,2017-08-16,870000,43,Appartement,3.05659,50.642212
953,2017-08-16,870000,48,Appartement,3.05659,50.642212
954,2017-08-16,65500,14,Appartement,3.048006,50.634263
955,2017-08-03,210500,70,Appartement,3.050902,50.628154
956,2017-07-31,115000,71,Appartement,3.104452,50.626641
957,2017-08-16,69000,15,Appartement,3.045121,50.629949
959,2017-08-03,235500,50,Appartement,3.084662,50.64804
960,2017-07-20,255780,81,Appartement,3.046262,50.625227
963,2017-08-08,288060,97,Maison,3.100008,50.632611
965,2017-08-07,200000,89,Appartement,3.044381,50.626486
967,2017-07-31,150000,48,Appartement,3.039783,50.622673
968,2017-08-22,94000,78,Maison,3.063839,50.611749
972,2017-08-21,105000,34,Appartement,3.035115,50.621445
974,2017-07-31,125000,30,Appartement,3.055312,50.632517
975,2017-08-21,59000,19,Appartement,3.044184,50.622636
977,2017-07-26,201000,50,Appartement,3.091832,50.638676
979,2017-07-27,396000,90,Maison,3.055687,50.640068
980,2017-07-31,115000,25,Appartement,3.059196,50.643284
981,2017-08-22,265000,71,Appartement,3.060427,50.647121
983,2017-07-28,195000,41,Appartement,3.057234,50.6142
984,2017-07-28,195000,37,Appartement,3.057234,50.6142
985,2017-07-28,195000,35,Appartement,3.057234,50.6142
986,2017-07-25,189000,86,Maison,3.096753,50.623132
987,2017-08-16,317700,100,Appartement,3.060318,50.633016
992,2017-08-01,140000,70,Appartement,3.057972,50.625788
993,2017-08-21,136000,59,Appartement,3.054233,50.619988
996,2017-08-16,114000,82,Maison,3.026413,50.630432
997,2017-08-03,144875,100,Maison,3.060455,50.620225
999,2017-07-31,426000,120,Maison,3.080511,50.639419
1003,2017-07-28,435000,100,Appartement,3.055033,50.639517
1005,2017-08-21,115000,42,Appartement,3.042858,50.625502
1006,2017-08-10,600000,240,Maison,3.052067,50.646559
1008,2017-07-28,130000,55,Appartement,3.035138,50.622956
1010,2017-08-01,214200,94,Appartement,3.087117,50.634157
1012,2017-08-11,49000,36,Appartement,3.057393,50.626843
1013,2017-08-22,31820,90,Maison,3.062158,50.61942
1014,2017-07-28,158400,43,Appartement,3.061562,50.62998
1015,2017-08-04,149870,69,Appartement,3.058577,50.610868
1017,2017-08-22,17048,120,Maison,3.092473,50.634303
1019,2017-08-04,103000,25,Appartement,3.069487,50.633177
1021,2017-07-28,123248,55,Appartement,3.058577,50.610868
1022,2017-08-03,134450,42,Appartement,3.070255,50.622789
1025,2017-08-11,110000,27,Appartement,3.060413,50.630285
1027,2017-08-11,189800,50,Appartement,3.05433,50.634975
1029,2017-08-18,117000,22,Appartement,3.064501,50.639619
1030,2017-08-10,450000,131,Maison,3.040971,50.624608
1031,2017-08-11,205000,14,Appartement,3.074554,50.613069
1032,2017-08-11,205000,14,Appartement,3.074554,50.613069
1033,2017-08-11,205000,50,Appartement,3.074554,50.613069
1034,2017-08-11,205000,16,Appartement,3.074554,50.613069
1035,2017-08-11,205000,16,Appartement,3.074554,50.613069
1043,2017-08-08,191000,96,Maison,3.098839,50.62289
1044,2017-08-24,125000,41,Appartement,3.065457,50.624596
1045,2017-07-31,175800,67,Appartement,3.05272,50.621313
1046,2017-08-18,112000,72,Appartement,3.055939,50.624368
1047,2017-07-27,325000,80,Appartement,3.060683,50.63974
1048,2017-08-03,51000,35,Appartement,3.042885,50.620786
1049,2017-08-07,83000,22,Appartement,3.042424,50.632454
1050,2017-08-23,185000,40,Appartement,3.064072,50.631889
1052,2017-07-13,200000,36,Appartement,3.084817,50.641101
1053,2017-07-13,200000,36,Appartement,3.084817,50.641101
1055,2017-08-22,575000,114,Appartement,3.059165,50.643651
1056,2017-08-03,171000,112,Maison,3.100149,50.619914
1058,2017-08-07,80000,38,Appartement,3.105723,50.627778
1060,2017-08-25,159570,48,Appartement,3.086943,50.646122
1061,2017-08-25,175000,81,Appartement,3.032087,50.635547
1062,2017-08-25,106000,64,Appartement,3.099325,50.633823
1064,2017-08-23,224000,58,Appartement,3.080442,50.622551
1066,2017-07-28,163000,74,Appartement,3.034035,50.622001
1067,2017-08-24,185000,79,Maison,3.114779,50.624737
1068,2017-08-25,189000,61,Appartement,3.044216,50.625539
1070,2017-08-25,445000,114,Maison,3.102515,50.619279
1072,2017-08-24,165000,62,Maison,3.114071,50.624817
1073,2017-08-25,227000,51,Appartement,3.059991,50.638813
1074,2017-08-25,188500,92,Maison,3.111409,50.629723
1075,2017-08-25,194430,67,Maison,3.08847,50.644464
1076,2017-08-08,103000,27,Appartement,3.055111,50.632015
1077,2017-08-01,240250,140,Maison,3.061948,50.619358
1079,2017-08-07,149000,41,Appartement,3.056832,50.648182
1080,2017-08-02,137000,56,Appartement,3.099595,50.623657
1082,2017-08-24,96000,28,Appartement,3.071482,50.632898
1083,2017-08-24,72000,25,Appartement,3.066172,50.625532
1085,2017-08-17,297500,96,Appartement,3.06968,50.631386
1086,2017-08-25,366000,100,Appartement,3.058233,50.633414
1088,2017-08-09,90000,42,Appartement,3.044341,50.622224
1089,2017-08-24,163000,62,Maison,3.108279,50.624492
1091,2017-08-01,580000,171,Maison,3.037146,50.627602
1093,2017-08-10,325000,107,Appartement,3.05851,50.637913
1094,2017-08-16,190000,126,Maison,3.058447,50.626291
1095,2017-08-28,211110,69,Maison,3.042462,50.622182
1097,2017-08-08,180000,74,Appartement,3.062752,50.628115
1098,2017-08-04,105000,60,Appartement,3.0852,50.652871
1100,2017-08-01,93000,33,Appartement,3.045582,50.605684
1104,2017-08-16,74500,19,Appartement,3.03373,50.627021
1106,2017-08-04,60000,49,Appartement,3.072695,50.618475
1107,2017-08-18,73000,16,Appartement,3.053031,50.633212
1109,2017-08-04,129200,66,Appartement,3.059276,50.622195
1110,2017-08-28,170000,43,Appartement,3.064612,50.633579
1112,2017-08-25,95000,22,Appartement,3.039005,50.628036
1113,2017-08-28,125358,50,Maison,3.094331,50.633199
1114,2017-08-02,270000,12,Appartement,3.043665,50.623137
1115,2017-08-02,270000,62,Appartement,3.043665,50.623137
1116,2017-08-02,270000,9,Appartement,3.043665,50.623137
1117,2017-08-02,270000,9,Appartement,3.043665,50.623137
1118,2017-08-02,270000,35,Appartement,3.043665,50.623137
1119,2017-08-02,270000,12,Appartement,3.043665,50.623137
1121,2017-08-02,270000,9,Appartement,3.043665,50.623137
1122,2017-08-02,270000,9,Appartement,3.043665,50.623137
1123,2017-08-02,270000,15,Appartement,3.043665,50.623137
1124,2017-08-10,343500,86,Appartement,3.052491,50.646507
1126,2017-08-22,500000,180,Maison,3.04114,50.623919
1127,2017-08-18,71500,18,Appartement,3.03373,50.627021
1129,2017-08-25,473000,88,Maison,3.051953,50.646196
1130,2017-08-22,258000,90,Appartement,3.058623,50.627109
1132,2017-08-18,109900,42,Appartement,3.105723,50.627778
1133,2017-08-10,111500,56,Appartement,3.032087,50.635547
1134,2017-08-29,175000,116,Maison,3.028123,50.631241
1135,2017-08-04,101000,44,Appartement,3.072115,50.621273
1136,2017-08-09,388000,151,Appartement,3.067789,50.637504
1137,2017-08-09,388000,8,Appartement,3.067789,50.637504
1138,2017-08-24,115000,32,Appartement,3.046195,50.630539
1139,2017-08-28,158000,80,Appartement,3.050731,50.620146
1141,2017-08-04,131000,69,Maison,3.044595,50.611992
1143,2017-08-10,119650,33,Appartement,3.053088,50.624631
1144,2017-08-08,125000,55,Appartement,3.073005,50.618554
1147,2017-08-04,218500,61,Appartement,3.049811,50.630683
1149,2017-08-17,210000,98,Appartement,3.0852,50.652871
1150,2017-08-30,95000,26,Appartement,3.0435,50.627687
1153,2017-08-09,206500,44,Appartement,3.054393,50.638061
1154,2017-08-24,338466,74,Appartement,3.053019,50.646106
1156,2017-08-07,82500,22,Appartement,3.054284,50.632555
1157,2017-08-04,155000,62,Appartement,3.03373,50.627021
1159,2017-08-11,123000,45,Appartement,3.068456,50.640564
1161,2017-08-18,158500,64,Appartement,3.0852,50.652871
1162,2017-08-10,92100,25,Appartement,3.055312,50.632517
1163,2017-08-10,92100,50,Appartement,3.055312,50.632517
1164,2017-08-10,215500,25,Appartement,3.055312,50.632517
1165,2017-08-10,215500,50,Appartement,3.055312,50.632517
1166,2017-08-30,220000,65,Appartement,3.075292,50.637407
1167,2017-08-29,68000,32,Appartement,3.035644,50.621431
1168,2017-08-29,322000,80,Appartement,3.057208,50.645362
1171,2017-08-30,860000,64,Appartement,3.054824,50.632971
1172,2017-08-30,860000,64,Appartement,3.054824,50.632971
1174,2017-08-30,860000,76,Appartement,3.054824,50.632971
1175,2017-08-11,92000,23,Appartement,3.058757,50.630798
1176,2017-08-24,214000,90,Maison,3.097588,50.627908
1177,2017-08-31,385000,38,Appartement,3.055899,50.628198
1178,2017-08-31,385000,34,Appartement,3.055899,50.628198
1179,2017-08-31,385000,29,Appartement,3.055899,50.628198
1180,2017-08-31,385000,38,Appartement,3.055899,50.628198
1181,2017-08-25,216000,67,Appartement,3.084818,50.648284
1183,2017-08-30,136000,44,Appartement,3.06688,50.625263
1185,2017-08-23,116000,43,Appartement,3.066548,50.624176
1187,2017-08-16,88000,25,Appartement,3.068571,50.63287
1188,2017-08-22,110000,27,Appartement,3.054749,50.641012
1189,2017-08-29,145000,43,Appartement,3.060905,50.629581
1190,2017-08-11,351000,90,Appartement,3.05436,50.636411
1191,2017-08-25,160000,69,Appartement,3.084418,50.649584
1193,2017-08-02,101000,56,Appartement,3.032087,50.635547
1197,2017-09-04,645950,209,Appartement,3.067747,50.625423
1199,2017-08-10,440000,38,Appartement,3.061098,50.62415
1200,2017-08-10,440000,38,Appartement,3.061098,50.62415
1201,2017-08-10,440000,38,Appartement,3.061098,50.62415
1203,2017-08-10,279000,84,Appartement,3.048413,50.620377
1204,2017-08-21,385000,130,Maison,3.036633,50.623387
1207,2017-08-11,100000,35,Maison,3.043001,50.613523
1208,2017-08-30,333000,33,Appartement,3.062331,50.632903
1209,2017-08-30,333000,33,Appartement,3.062331,50.632903
1210,2017-08-30,333000,33,Appartement,3.062331,50.632903
1216,2017-08-25,143000,44,Appartement,3.079596,50.639582
1217,2017-08-16,209000,50,Appartement,3.062067,50.629919
1218,2017-08-08,150000,20,Appartement,3.05908,50.622272
1219,2017-08-08,150000,12,Appartement,3.05908,50.622272
1220,2017-08-08,150000,15,Appartement,3.05908,50.622272
1221,2017-08-08,150000,35,Appartement,3.05908,50.622272
1223,2017-08-08,150000,9,Appartement,3.05908,50.622272
1224,2017-08-08,150000,12,Appartement,3.05908,50.622272
1227,2017-08-16,1750,41,Appartement,3.043817,50.622078
1228,2017-08-31,191000,65,Appartement,3.085217,50.639822
1230,2017-08-07,624000,184,Maison,3.048983,50.63026
1231,2017-08-31,110500,36,Appartement,3.053131,50.627479
1233,2017-08-07,173000,60,Maison,3.093833,50.622702
1234,2017-08-21,110000,51,Maison,3.045606,50.612608
1237,2017-08-11,175000,74,Appartement,3.036172,50.623652
1238,2017-08-17,55357,17,Appartement,3.055663,50.634532
1239,2017-08-31,121700,53,Appartement,3.058972,50.607663
1240,2017-08-29,176000,61,Appartement,3.044216,50.625539
1243,2017-08-11,215000,90,Appartement,3.026586,50.631287
1247,2017-08-11,215000,56,Appartement,3.026586,50.631287
1249,2017-08-16,150000,46,Appartement,3.054004,50.633105
1250,2017-08-28,100000,19,Appartement,3.058914,50.628527
1251,2017-08-24,153000,46,Appartement,3.049811,50.630683
1252,2017-08-23,134470,52,Maison,3.059207,50.618003
1254,2017-08-18,288000,86,Appartement,3.057828,50.647254
1255,2017-08-25,124000,72,Appartement,3.029642,50.632131
1258,2017-08-08,109300,41,Appartement,3.043817,50.622078
1259,2017-08-17,160000,53,Appartement,3.067846,50.637684
1260,2017-08-17,140000,55,Appartement,3.057473,50.645221
1261,2017-08-17,109000,40,Appartement,3.055187,50.628878
1263,2017-08-10,130000,88,Appartement,3.044589,50.634798
1264,2017-08-18,125700,70,Appartement,3.043727,50.635981
1266,2017-08-17,144000,67,Appartement,3.053804,50.606659
1268,2017-08-17,108000,31,Appartement,3.05833,50.648089
1269,2017-07-18,83000,9,Appartement,3.058442,50.627851
1270,2017-07-18,83000,9,Appartement,3.058442,50.627851
1271,2017-07-18,83000,9,Appartement,3.058442,50.627851
1272,2017-07-18,83000,12,Appartement,3.058442,50.627851
1273,2017-07-18,83000,13,Appartement,3.058442,50.627851
1274,2017-07-18,83000,12,Appartement,3.058442,50.627851
1275,2017-07-18,83000,9,Appartement,3.058442,50.627851
1276,2017-07-18,83000,9,Appartement,3.058442,50.627851
1277,2017-07-18,83000,10,Appartement,3.058442,50.627851
1278,2017-07-18,83000,9,Appartement,3.058442,50.627851
1279,2017-07-18,83000,15,Appartement,3.058442,50.627851
1280,2017-07-18,83000,12,Appartement,3.058442,50.627851
1281,2017-08-28,315000,150,Maison,3.095729,50.623919
1283,2017-08-31,419990,123,Appartement,3.048333,50.630554
1285,2017-08-28,200000,64,Appartement,3.023856,50.631102
1286,2017-08-17,210000,18,Appartement,3.041695,50.606758
1287,2017-08-17,210000,18,Appartement,3.041695,50.606758
1288,2017-08-28,346000,62,Appartement,3.061554,50.641405
1289,2017-08-21,194000,60,Appartement,3.063341,50.63209
1291,2017-08-23,113360,34,Appartement,3.041468,50.626369
1293,2017-08-29,184500,50,Appartement,3.052288,50.631237
1294,2017-09-01,217000,86,Appartement,3.073595,50.622924
1297,2017-08-29,145000,48,Appartement,3.042225,50.629202
1301,2017-08-29,235000,62,Maison,3.056167,50.645356
1302,2017-08-28,138000,35,Appartement,3.030927,50.624928
1303,2017-08-10,323000,30,Appartement,3.041591,50.630708
1304,2017-08-10,323000,30,Appartement,3.041591,50.630708
1306,2017-08-22,87500,30,Appartement,3.055313,50.633499
1307,2017-08-09,58000,17,Appartement,3.059048,50.618154
1308,2017-08-11,122400,30,Appartement,3.061312,50.643794
1309,2017-08-10,179900,71,Appartement,3.031886,50.633277
1311,2017-08-09,150000,50,Appartement,3.055288,50.632876
1315,2017-08-24,78000,39,Maison,3.088178,50.617897
1317,2017-08-29,166000,52,Appartement,3.057624,50.625096
1318,2017-08-28,152500,84,Maison,3.027854,50.618289
1319,2017-08-16,156000,70,Appartement,3.053096,50.619597
1324,2017-08-22,70000,24,Appartement,3.063114,50.622139
1325,2017-08-21,116100,49,Appartement,3.03373,50.627021
1327,2017-09-01,223000,82,Appartement,3.053731,50.623716
1329,2017-08-17,294000,107,Appartement,3.06902,50.633276
1332,2017-08-30,238200,77,Appartement,3.086491,50.646445
1333,2017-08-11,209000,47,Appartement,3.055271,50.640548
1334,2017-08-25,178182,36,Maison,3.053193,50.621663
1335,2017-08-25,178182,33,Maison,3.053249,50.62167
1337,2017-08-21,179793,50,Appartement,3.057828,50.647254
1338,2017-08-11,600000,129,Maison,3.072547,50.61263
1339,2017-08-11,600000,129,Maison,3.072547,50.61263
1340,2017-08-25,223663,99,Appartement,3.023856,50.631102
1342,2017-09-05,160000,38,Appartement,3.059165,50.63712
1344,2017-08-31,73000,35,Appartement,3.073382,50.617745
1345,2017-08-25,162000,66,Appartement,3.035062,50.629497
1347,2017-09-06,69700,18,Appartement,3.06034,50.646468
